,Listing ID,Property Address,City,Zip Code,Neighborhood,Title,Content,Type,Status,Sale Price,Lease Price,Lease Price Type,Building Size (sqft),Land Size (sqft),Agent
53,19149,"3860 Northwest 125th Street, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,"3,500 Opa Locka Industrial Warehouse","Industrial zoned property available for lease Condo Warehouse located in Douglas Lejuene Center complex available for LEASE. This small bay industrial warehouse is in the heart of Opa- Locka flourishing industrial hub and is strategically positioned in a highly sought-after area that attract different types of businesses. Property consists of 3,500 sf which is ideal for industrial use, retail/office storage and more. There are two front street-level loading doors, 20’ Ft Ceiling Height and direct frontage to Lejeune Road, one of Miami Dade county highest/busiest corridors. The complex is gated at night, which provides an extra layer of security.  – 20’ Ft Ceiling Height – Safe and convenient -Proximity to airpor",Industrial,For Lease,22.0,15.0,Per month,3500.0,7500.0,Yuniel De Varona
54,20116,"3860 Northwest 125th Street, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,"Industrial Zoned Property for Lease: Condo Warehouse in Douglas Lejuene Center, Opa-Locka","Industrial zoned property available for lease Condo Warehouse located in Douglas Lejuene Center complex available for LEASE. This small bay industrial warehouse is in the heart of Opa- Locka flourishing industrial hub and is strategically positioned in a highly sought-after area that attract different types of businesses. Property consists of 3,500 sf which is ideal for industrial use, retail/office storage and more. There are two front street-level loading doors, 20’ Ft Ceiling Height and direct frontage to Lejeune Road, one of Miami Dade county highest/busiest corridors. The complex is gated at night, which provides an extra layer of security. – 20’ Ft Ceiling Height – Safe and convenient -Proximity to airport",Industrial,For Lease,22.0,15.0,Per month,3500.0,7500.0,Yuniel De Varona
55,19454,"1707 Southwest 5th Street, Miami, Florida 33135",Miami,33135,Little Havana,"Little Havana PRIME Retail Site, on the Calle Ocho Main Street District","Little Havana PRIME retail site, on the Calle Ocho Main Street Dsitrict. Benefit from all the action, pedestrian traffic, visibility, and tourist action of Calle Ocho’s main entertainment district, at half the price by being 2 blocks off the main drag but with better visibility and better parking. This corner retail building in the heart of Little Havana offers a freestanding 7,000sf building on a 12,500sf lot with private parking. Site is equipped with grease traps, and is in the process of being fully renovated and to be delivered in vanilla box condition. Site is well suited for a multitude of uses including but not limited to restaurant, commissary, medical, lab, offices, nightlife venues, etc. Site can be offered in a variety of different size pads, from 900sf up to 7,500sf",Retail,For Lease,30.0,15.0,Per month,7500.0,12200.0,"Tony Saladrigas,Alessandro Lima,Carlos Fausto Miranda"
56,19458,"8201 North Pine Island Road, Tamarac, Florida 33321",Tamarac,33321,Broward,"3,180 SF Retail/Convenience Store in Tamarac","Open your business in the heart of Tamarac surrounded by major retailers like Publix & McDonalds. This free standing building offers 3,180 sqft that was previously used as a 7-11 convenience store. The space has a grease trap and ready for immediate occupancy for any commercial uses. Tamarac is centric to all major employments centers of Broward, with great transit connectivity, neighborhood walkability, and an inviting and rich local culture that makes the neighborhood an amenity. The area is booming with new residential developments bringing more people to an already dense population district, and retailers are coming in aggressively following their consumers.",Retail,For Lease,35.0,15.0,Per month,3180.0,7500.0,"Ryan Carney,Alessandro Lima"
57,19904,"99 West 49th Street, Hialeah, Florida 33012",Hialeah,33012,hollywood,MEDICAL/RADIOLOGY OFFICE,"Discover this exceptional 2,006 Sq.Ft corner medical office in Hialeah’s major East-West commercial corridor. High- traffic location ensures visibility and patient convenience. Meticulously designed for medical professionals, with spacious rooms for procedures and exams, a comfortable waiting area, private consulting rooms, and dedicated office space. Features include a welcoming reception area and a convenient break room/kitchen. This office is uniquely equipped with an onsite MRI system, ideal for medical practices and businesses. Pristine condition and versatile layout cater to various needs. Inquire for details on purchasing or leasing the MRI.",Office,For Lease,40.0,15.0,Per month,1931.0,7500.0,"Moises Figueroa,Tony Saladrigas"
58,20266,"South State Road 7, Hollywood, Florida 33023",Hollywood,33023,hollywood,"Prime Warehousing Opportunity in Miramar: 1,338sf Dual Warehouse Space at 3056 S State Rd 7","Discover an exceptional opportunity at 3056 S State Rd 7 in Miramar, FL. Two warehouses, nearly 700 square feet each of well-designed warehouse space, ideal for a range of industrial applications including warehousing and distribution. Each property features a convenient street-level door, access and operational efficiency are seamlessly integrated into this functional layout. Total square footage is 1,338 sf. Strategically located along a major county corridor, this property ensures unparalleled accessibility while being nestled within a vibrant commercial hub. Whether you’re expanding your distribution network or seeking an efficient warehousing solution, 3056 S State Rd 7 delivers both practicality and potential in one compelling package. This is a fantastic chance to step into a turn-key operation with a solid customer base and a prime location. Contact us today for more information and to schedule a viewing!",Industrial,For Sale,490.0,15.0,Per month,1338.0,7500.0,"Bobby Berrido,Kimberly Villamizar"
59,19043,"3056 South State Road 7, Hollywood, Florida 33023",Hollywood,33023,hollywood,Miramar Warehouse Oportunity - Two Warehouses 700 Sq Ft each,"Discover an exceptional opportunity at 3056 S State Rd 7 in Miramar, FL. Two warehouses, nearly 700 square feet each of well-designed warehouse space, ideal for a range of industrial applications including warehousing and distribution. Each property features a convenient street-level door, access and operational efficiency are seamlessly integrated into this functional layout. Total square footage is 1,336 sf. Strategically located along a major county corridor, this property ensures unparalleled accessibility while being nestled within a vibrant commercial hub. Whether you’re expanding your distribution network or seeking an efficient warehousing solution, 3056 S State Rd 7 delivers both practicality and potential in one compelling package.",Industrial,For Sale,500.0,15.0,Per month,1336.0,7500.0,"Bobby Berrido,Kimberly Villamizar"
60,22051,"West 38th Place, Hialeah, Florida 33012",Hialeah,33012,hollywood,Industrial Condo Warehouse Available For Sale!,"Condo warehouse located in the heart of Hialeah. Offering 1,437 square feet of versatile space, this property is ideal for various industrial uses, distribution, manufacturing, storage and more. There is a front street-level loading door, 20’ ft ceiling height, twin tee roof and two assigned parking spaces for added convenience. The property is located just blocks away from Palmetto Expressway, I-75 and Okeechobee Road, ensuring excellent connectivity for logistics and clients. Located in the West Hialeah area, which is known for its robust industrial sector, abundant local workforce and a business-friendly environment. Whether you’re looking to expand your operations or start a new one, this property is a perfect fit.",Industrial,For Sale,530.0,15.0,Per month,1437.0,7500.0,"Kimberly Villamizar,Yuniel De Varona"
61,22096,"Northwest 106th Court, Doral, Florida 33178",Doral,33178,hollywood,"1,269 SF warehouse IN MEDLEY","Located at 12380 NW 106th Ct in the heart of Medley, FL, this 1,269 SF warehouse offers an ideal space for various industrial and commercial uses. The property features a full office, a bathroom, and 18-foot clear ceiling height, providing ample room for operations. It includes two assigned parking spots, as well as plenty of visitor parking. The warehouse is equipped with one street-level roll-up door for easy access. Medley is centrally located within Miami-Dade County and is one of the few municipalities that permits mechanic shops to operate, making this property a great fit for auto-related businesses. The property is part of an association that is supportive of mechanic shops, body shops, and tire service businesses, ensuring a business-friendly environment for such operations. Tour this property today!",Industrial,For Sale,535.0,15.0,Per month,1269.0,7500.0,Bobby Berrido
62,20607,"224 Southwest 14th Street, Dania Beach, Florida 33004",Dania Beach,33004,hollywood,Introducing 224 SW 14th St – Prime Triplex Investment Opportunity!,"Introducing 224 SW 14th St, a triplex with tremendous potential just west of US-1, minutes from Dania’s beaches, shopping, and dining. The property consists of three original 1 bed/1 bath units, currently rented by the room at over $6000 in monthly income, plus an additional trailer in the back generating $1,000 monthly. Most rents are covered by Broward housing vouchers, offering reliable income. The property requires TLC, but seller financing is available with favorable terms. Can be sold as a package with the adjacent triplex at 230 SW 14th St. Sold AS IS – serious buyers only!",Multi-family,For Sale,580.0,15.0,Per month,1328.0,8138.0,Elior Levi
63,20225,"3536 Northwest 10th Avenue, Miami, Florida 33127",Miami,33127,hollywood,"Exceptional Investment: Newly Remodeled Duplex in the WOW District with Income Potential and Flexible Zoning with a lot size of 5,245 SF and a building of 1,426 SF","Discover an exceptional investment opportunity in the heart of the WOW District. This newly remodeled duplex has two newly designed 2- bedroom, 1-bath units, offering an ideal setup to maximize your rental income. Duplex is recently renovated to contemporary standards, providing a fresh and stylish atmosphere. Impact windows ensure security, and each unit is equipped with a washer and dryer for added convenience.Both units are currently leased for one year, securing immediate returns on your investment. Take advantage of the thriving rental market in this sought-after location. The property sits on 5245 sq ft of D1 zoned lot, this property offers flexible zoning, allowing for short- term rentals by right. Explore various rental options and income streams. Conveniently positioned near 36th Street, a major artery in not just Allapattah but all of Miami-Dade County. Additionally, 10th Avenue provides quick access to I-95, facilitating convenient travel north and south.This duplex is not just a home; it’s a strategic investment in a prime location. Don’t miss out on the opportunity to own a property that combines modern amenities with income-generating potential.",Multi-family,For Sale,650.0,15.0,Per month,1426.0,5245.0,"Miguel Fuentes,Vicente Rodriguez"
64,20286,"2110 Northwest 22nd Court, Miami, Florida 33142",Miami,33142,hollywood,"Prime 7,300sf Industrial Lot in Allapattah – Ideal for Development or Owner-User","Allapattah 7,300sf Industrial Zoned, with a single family currently on site. D2 Lot. Hard to find vacant lot in busy urban core industrial neighborhood. Ideal for an owner user who can demo building and use site for outdoor storage, truck parking, etc; for building a warehouse; or as a covered land play on the obvious path of development. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county. Its location adjacent-West of Wynwood and adjacent-North of the Civic Center also means its in the immediate path of development, and thus also a great investment.",Land development,For Sale,670.0,15.0,Per month,0.0,7300.0,"Rey Moya,Carlos Fausto Miranda"
65,20553,"6073 Northwest 167th Street, Hialeah, Florida 33015",Hialeah,33015,hollywood,"Prime Industrial Condo Warehouse: 6073 NW 167th St Unit C-12 - 2,400 Sq Ft of Versatile Space","Discover a prime industrial opportunity at 6073 NW 167th St Unit C-12, a versatile condo warehouse offering over 2,400 square feet of adaptable space. This property features approximately 1,500 square feet of functional warehouse area, complemented by 900+ square feet of well- appointed office space. The space benefits from an 18-foot clear ceiling height and a robust twin T concrete roof, providing durability and ample room for various operations. Strategically situated just outside the 167th St exit of the Palmetto Expressway, the property boasts convenient accessibility and visibility. A single street-level door facilitates easy loading and unloading, while the inclusion of 3-phase power supports a range of industrial needs. With two bathrooms and a practical layout, this space is ideal for businesses seeking functionality and ease of access.",Industrial,For Sale,700.0,15.0,Per month,2411.0,7500.0,Bobby Berrido
66,20330,"1020 Opa Locka Boulevard, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,Exceptional 4-Unit Multifamily Property with Commercial Zoning and High Yield Potential in Rapidly Growing Opa-Locka,"Fausto Commercial is excited to present this exceptional 4-unit multifamily property in the heart of Central Miami, FL—Opa-Locka. Each unit features one bedroom and one bath, with separate electric and water meters. The property offers dual entrances, front and rear, and includes an option to add a laundry room in the rear. Market rents for one-bedroom units in the area exceed $1,800, with Section 8 paying up to $1,884, yielding an impressive pro forma cap rate of over 8%. Located on a quiet and safe stretch of Opa-Locka Blvd, this property also boasts unique commercial zoning, making it ideal for business office use by right. Opa-Locka is a rapidly growing neighborhood, fueled by significant developments, including the new 1M+ sq. ft. Amazon warehouse. This property is perfect for both first-time investors and seasoned professionals looking to expand their portfolios in one of Miami’s last affordable neighborhoods with substantial growth potential. Don’t miss this opportunity!",Multi-family,For Sale,790.0,15.0,Per month,2054.0,5650.0,Vicente Rodriguez
67,20230,"643 Northwest 27th Street, Miami, Florida 33127",Miami,33127,Wynwood,ALLAPATTAH COVERED PLAY LAND,"Fausto commercial is proud to present the opportunity to buy this covered land play deal. Located in one of the hottest pockets in Allapattah, the WOW District. Property is just blocks away from Moishe Mana’s + 5 acre land assemblage on 7th avenue. Property currently being operated as 4 units, three of which have been fully remodeled. Rents are below market totaling $4,250. The duplex sits on 5,750 SQFT of D2 commercial zoning, this is the most flexible zoning in Miami dade county allowing for 90% lot coverage in a future development opportunity. Allows for short term rental by right giving your the opportunity to increase cash flow dramatically.",Multi-family,For Sale,800.0,15.0,Per month,1512.0,5750.0,"Miguel Fuentes,Mauricio Villasuso"
68,20548,"3128 Northwest 3rd Avenue, Miami, Florida 33127",Miami,33127,hollywood,"Visionary Development Opportunity in Wynwood Norte – 4,760 Sq Ft Lot with NRD-2 Zoning","Wynwood Norte is one of Miami’s most exciting and well-connected neighborhoods, nestled between Wynwood, Midtown, the Design District, and Edgewater, and just minutes away from sought-after dining and shopping. Currently undergoing a renaissance, the area benefits from a recently approved revitalization plan promoting mid-rise and boutique projects that enhance its character and stimulate business growth. The very innovative NRD-2 zoning passed for this area is just now coming into effect and will stimulate a boom of construction of contextual, high-quality housing, making it easily the city’s best example of urban planning. These features mean that, upon delivery, this building will quickly fill with high-quality tenants, making the revenue side of this project significant. This 4,760 sqft lot, zoned T-4R presents a prime opportunity for a visionary developer. It offers the potential to build up to 16 units without parking requirements or develop upscale townhomes. The site features a 3/2 unit with a den and a 1/1 unit, all within walking distance of entertainment, retail, art galleries, and Michelin-awarded restaurants, with easy access to I-95 and I-195.",Multi-family,For Sale,899.0,15.0,Per month,1485.0,4760.0,Vicente Rodriguez
69,19327,"412 Northeast 4th Avenue, Hallandale Beach, Florida 33009",Hallandale Beach,33009,hollywood,Prime Fourplex in Hallandale Beach - Seller Financing Available,"Seller financing available! In the heart of Hallandale Beach at 412 NE 4th Ave, this prime fourplex on a corner lot is a gem of an investment property. Boasting four well-maintained units, each 1 bed and 1 bath, the property is equipped with separate electric meters and showcases modern amenities such as a newer roof (5 years), central AC units, impact windows and coin laundry. Minutes away from Gulfstream Park, Aventura Mall, the New Hallandale Shopping Center, and pristine beaches, the property has been utilized for short-term rentals, averaging $72,000 annually. However, a new owner can unlock even greater potential by opting for annual rentals, with a potential revenue of $81,000 or more each year. The property has 8 parking spaces (2 for each tenant) offering plenty convenience.",Multi-family,For Sale,990.0,15.0,Per month,2151.0,6197.0,Elior Levi
70,19420,"10823 Northwest 29th Street, Doral, Florida 33172",Doral,33172,hollywood,"1,570 SF Prime Flex Warehouse in the Heart of Doral","Prime flex warehouse located in the heart of Doral, FL available for lease! Boasting a generous 1,570 square feet of versatile space, this property is characterized by its impressive 20 feet clear ceiling height, making it an ideal hub for various business operations. Equipped with 3-phase power, a convenient street-level door, and 3 assigned parking spaces, this warehouse offers functionality and accessibility. Additionally, the property features a well-designed layout, including 400 square feet of mezzanine space for storage or additional work areas, along with a thoughtfully appointed 300 square feet of office space. Perfectly situated in the thriving Doral community, this property presents an excellent opportunity for businesses seeking a strategic and efficient workspace",Industrial,For Lease,4300.0,15.0,Per month,1570.0,7500.0,Bobby Berrido
71,19385,"8031 Northwest 36th Place, Hialeah, Florida 33147",Hialeah,33147,hollywood,"4,300 Sq Ft Industrial-zoned Corner Lot located in East Hialeah","The property for sale is a 4,300 square foot industrial-zoned corner lot located in East Hialeah. It currently houses a single-family home but has potential for warehouse and residential development. The asking price for this property is $470,000. The property currently contains a cozy 1,699 SF single- family 3/1/ home, which may be retained, renovated, repurposed or removed depending on the new owner’s development plans. With its prime location and endless potential, this work for developers and investors to make their mark in one of Miami’s most dynamic neighborhoods.",Land development,For Sale,4300.0,15.0,Per month,1699.0,4300.0,"Bobby Berrido,Ernesto Diaz"
72,19378,"7819 Northwest 72nd Avenue, Medley, Florida 33166",Medley,33166,hollywood,"2,200 SF Warehouse Space in Medley","***Available Mid June 2024*** Discover the ideal industrial space for your business at 7819 NW 72 Ave in Medley, FL. Boasting approximately 2,200 square feet of warehouse space, this property offers convenience and functionality. Featuring a small office for administrative tasks and a dock height door for easy loading and unloading, efficiency is at the forefront. With a generous 18-foot clear height ceiling, ample vertical space ensures versatility for various storage and operational needs. Whether you’re in manufacturing, distribution, or logistics, this property provides the perfect canvas for your business to thrive. All measurements must be verified by tenant*",Industrial,For Lease,4999.0,15.0,Per month,2200.0,7500.0,"Bobby Berrido,Markos Bertolotti"
73,19463,"12540 Northeast 8th Avenue, North Miami, Florida 33161",North Miami,33161,hollywood,"1,900 SQ Turn Key Free-Standing Office Building in North Miami","Turn key free-standing office building available for immediate occupancy, just one block south of North Miami Blvd. This unique building offers 1,900 sqft of modern office space with commercial zoning that allows for most uses including office, medical, retail, etc. The site sits on a 7,700 sqft lot which allows for plenty of parking for any user. North Miami area enjoys great public transportation, centric to all the major neighborhoods and employment centers, walkability, and a rich cultural environment. Thousands of daily tourist complement the heavy local population density, yielding great foot traffic and customer flow.",Retail,For Lease,6000.0,15.0,Per month,1900.0,7600.0,"Ryan Carney,Alessandro Lima"
74,19226,"1527 West Flagler Street, Miami, Florida 33135",Miami,33135,hollywood,"13,000 SF Car Dealership in Vibrant West Flagler St","Open your Car Dealership business on Miami’s vibrant West Flagler St. This 13,000 Sqft LOT In the heart of Little Havana offers a grand-fathered car dealership use. The LOT can easily fit over 45+ cars. This property is located on one of the hottest parts of W Flagler St. The area enjoys great public transportation, centric to all the major neighborhoods and employment centers, walkability, and a rich cultural environment.","Industrial,Retail",For Lease,8000.0,15.0,Per month,500.0,13000.0,"Alessandro Lima,Mauricio Villasuso"
75,19512,"1741 Northwest 21st Street, Miami, Florida 33142",Miami,33142,Allapattah,"3,500 SF Warehouse in Allapattah","Allapattah Urban Core 3,600sf Warehouse for lease. 3,600sf warehouse abundant lot with plenty of parking , setback to accommodate easy loading/unloading and parking in front of building. Single setback street level loading bay with overhead door. Solid all concrete construction with 20 ft height. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county.",Industrial,For Lease,8500.0,15.0,Per month,3600.0,13735.0,"Alessandro Lima,Carlos Fausto Miranda"
76,19450,"10737 Southwest 40th Street, Miami, Florida 33165",Miami,33165,Westchester,Ideal Drive-Thru Business Property in Bird Rd for Lease,"Open your business on Miami’s vibrant Bird Road. This retail/Drive trough building in the heart of Bird Road offers over 13,900 Sqft Lot with a 900+/- Sqft Building, well suited for a drive-thru business but most commercial uses allowed as well. Great signage visibility. This building is located on one of the hottest parts of Bird Road. The area enjoys great public transportation, centric to all the major neighborhoods and employment centers, walkability, and a rich cultural environment.",Retail,For Lease,9500.0,15.0,Per month,900.0,13900.0,Alessandro Lima
77,20295,"16101 Northwest 57th Avenue/Red Road, Miami Gardens, Florida 33014",Miami Gardens,33014,hollywood,"Prime Medical/Professional Office Space for Lease at 16101 NW 57 Avenue, Miami - 4,000+ Sq Ft of Customizable Suites","Discover a prime opportunity for medical or for a professional practice located at 16101 Nw 57 Avenue Miami, 33014 Building offers unparalleled convenience with on-site parking Recently renovated, the lobby exudes sophistication and style, setting the tone for the entire space. Property is located down the street from the Palmetto expressway, with a direct connection to I-95, Miami, Beach, Wynwood, Miami Lakes and Doral! Space offers an excess of 4000 square feet of customizable suites featuring multiple configuration options. Currently there is a large reception area with 2 executive offices, 2 bathrooms, kitchen, recreation room, 5 medical rooms, laboratory rooms and more. Space offers convenient customer parking in the front and employee parking in the rear, with a 48,000 per day car count, this space is great for a new medical office, an established one or a business seeking a space with direct frontage to a major corridor with the option of great signage.",Office,For Lease,12500.0,15.0,Per month,4000.0,7500.0,"Giovanni Bertolotti,Alessandro Lima"
78,19878,"3560 Northwest 34th Street, Hialeah, Florida 33142",Hialeah,33142,hollywood,PRIME COMMERCIAL STRATEGIC LOGISTAL HUB,"Fausto Commercial proudly presents an unparalleled commercial property tailored for businesses prioritizing efficient logistics and operational excellence. Situated in a strategic location of West Allapattah, under 3min from the MIA Airport, this property promises to be a pivotal asset in optimizing your supply chain and distribution networks. Vast 6,996 sft. warehouse Facilty this boasting a 20ft clear. This ensures ample storage and operational flexibility, befitting a range of business needs. Property Highlights: Spanning on over 33,000 sft of land, the recently remodeled offices offer a modern and efficient work environment that speaks to professionalism and forward-thinking. Logistics Made Easy: Designed with distribution in mind, the warehouse features loading docks and broad 12 x 10.6 doors, streamlining the movement and storage of goods. Truck-Friendly Design: A spacious parking zone caters effortlessly to large vehicle operations, making loading and dispatching a breeze.","Industrial,Office","For Lease,For Sale",25000.0,15.0,Per month,6996.0,33750.0,"Rey Moya,Markos Bertolotti"
79,20349,"1713 West Flagler Street, Miami, Florida 33135",Miami,33135,hollywood,Established Venezuelan Cafeteria/Restaurant on W Flagler Street with Strong Growth Potential in Booming Little Havana,"Well-Known, Long-Running, Neighborhood Venezuelan Cafeteria/Restaurant in the Heart of Little Havana right on W Flagler Street. Massive upward trajectory for sales as Little Havana population continues to swell, with an area population of 100,000+. The site features indoor and outdoor seating, grease trap, hood, fryers and great prospects for delivery business. The business is conveniently located right of W Flagler Street and near many residential developments.",Retail,"For Lease,For Sale",120000.0,3500.0,Per month,850.0,7500.0,Alessandro Lima
80,19471,"5795 Southwest 8th Street, Miami, Florida 33144",Miami,33144,Little Havana,"2,500 Sqft Lot in the heart of Calle Ocho","Unique 2,500 Sqft Lot in the heart of Miami right on Calle Ocho. T6-8-O zoning allows for all commercial uses, including truck parking and food truck parking with approved permits. The area enjoys great public transportation, centric to all the major neighborhoods and employment centers, walkability, and a rich cultural environment.",Land development,For Sale,300000.0,15.0,Per month,0.0,2500.0,"Ashleen Cruz,Alessandro Lima"
81,19963,"13380 Southwest 131st Street, Miami-Dade County, Florida 33186",Miami-Dade County,33186,hollywood,600+/- SQFT KENDALL WAREHOUSE,"Discover the perfect warehouse space for your business with this 600 sqft warehouse condo. Ideal for small enterprises, startups, or storage, this property offers a practical and efficient layout to suit your needs. The unit includes two dedicated parking spaces, ensuring convenience for you and your clients. Located in a prime industrial area with easy access to major highways, this warehouse condo provides both functionality and accessibility. Don’t miss this opportunity to secure a versatile and cost- effective commercial space!",Retail,"For Lease,For Sale",300000.0,2500.0,Per month,600.0,7500.0,Alessandro Lima
82,19036,"13380 Southwest 131st Street, Miami, Florida 33186",Miami,33186,hollywood,"1,085 SF WAREHOUSE CONDO / KENDALL","Discover the perfect warehouse space for your business with this 1,085 sqft warehouse condo. Ideal for small enterprises, startups, or storage, this property offers a practical and efficient layout to suit your needs. The unit includes two dedicated parking spaces, ensuring convenience for you and your clients. Located in a prime industrial area with easy access to major highways, this warehouse condo provides both functionality and accessibility. Don’t miss this opportunity to secure a versatile and cost- effective commercial space!",Industrial,For Sale,370000.0,15.0,Per month,1085.0,7500.0,"Alessandro Lima,Rey Moya"
83,19779,"7750 Northwest 79th Avenue, Medley, Florida 33166",Medley,33166,hollywood,"1,092 SF Warehouse Space in Medley","Discover a prime industrial space at 7750 NW 79th Ave in Medley, FL. This well-maintained warehouse condo offers 1,092 square feet of versatile space, featuring a clear ceiling height of 18 feet and one street-level door for easy loading and unloading. The property includes a small office, perfect for administrative tasks, and benefits from a strategic location near major highways, ensuring excellent connectivity. The building is equipped with 3-phase electrical power, accommodating a range of industrial and commercial uses. Don’t miss this opportunity to secure a functional and accessible warehouse space in a thriving industrial area.",Industrial,For Sale,385000.0,15.0,Per month,1092.0,7500.0,"Bobby Berrido,Markos Bertolotti"
84,19774,"7740 Northwest 79th Avenue, Medley, Florida 33166",Medley,33166,hollywood,"1,092 SF Warehouse Space in Medley","Discover a prime industrial space at 7740 NW 79th Ave in Medley, FL. This well-maintained warehouse condo offers 1,092 square feet of versatile space, featuring a clear ceiling height of 18 feet and one street-level door for easy loading and unloading. The property includes a small office, perfect for administrative tasks, and benefits from a strategic location near major highways, ensuring excellent connectivity. The building is equipped with 3-phase electrical power, accommodating a range of industrial and commercial uses. Don’t miss this opportunity to secure a functional and accessible warehouse space in a thriving industrial area.",Industrial,For Sale,385000.0,15.0,Per month,1092.0,7500.0,"Bobby Berrido,Markos Bertolotti"
85,21074,"7760 West 20th Avenue, Hialeah, Florida 33016",Hialeah,33016,hollywood,7760 W 20th,"Welcome to 7760 W 20th Ave Unit 7, a versatile condo warehouse offering just over 1,500 square feet of space, ideal for both office and warehouse use. Featuring two bathrooms, an 18-foot clear height, and a convenient street-level door, this property also includes three dedicated parking spots. Originally a warehouse, it has been transformed into functional office space, with the option for the new owner to revert it back to its original purpose. Strategically located in Hialeah Gardens, you’ll enjoy easy access to major highways, Miami International Airport, and the Port of Miami, making this an ultimate opportunity for businesses seeking flexibility and convenience.",Industrial,For Sale,440000.0,15.0,Per month,1516.0,7500.0,Bobby Berrido
86,20072,"14500 Northwest 22nd Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,OPA LOCKA COMMERCIAL REDEVELOPMENT SITE/ NEAR AIRPORT/ 8654 SF,"Fausto Commercial Realty as an exclusive agent is pleased to offer this excellent opportunity to own two parcels of commercial land located in the city of Opa Locka. The commercial site provides a multitude of development opportunities, including but not limited to retail space, office buildings, mixed used development and other commercial ventures. With a total area of 8,654 square feet across two spacious lots. The property is located on a busy thoroughfare, so it benefits from excellent visibility and exposure. The city of Opa Locka is experiencing significant growth and development, making this land a prime investment opportunity. Furthermore, with the ongoing development in the area, property values are expected to rise, ensuring a solid return on investment.",Land development,For Sale,450000.0,15.0,Per month,0.0,8654.0,"Yuniel De Varona,Markos Bertolotti"
87,19986,"2231 West 80th Street, Hialeah, Florida 33016",Hialeah,33016,hollywood,"Flex Warehouse for Sale in Hialeah: 1,300 sq. ft. with Office Conversion and Prime Highway Access","Flex Warehouse for Sale in Hialeah! Discover optimal functionality in this warehouse facility spanning 1,300 square feet. The property has been converted to office, but current owner is willing to deliver in its original condition. Featuring18-foot clear ceiling height and convenient access via one street-level door, this property also includes two assigned parking spaces for added convenience. Situated in close proximity to major highways, this prime location ensures seamless connectivity.",Industrial,For Sale,465000.0,15.0,Per month,1300.0,7500.0,Bobby Berrido
88,19976,"2231 West 80th Street, Hialeah, Florida 33016",Hialeah,33016,hollywood,"Flex Warehouse for Sale in Hialeah: 1,300 sq. ft. with 18 ft Ceilings and Prime Highway Access","Flex Warehouse for Sale in Hialeah! Discover optimal functionality in this warehouse facility spanning 1,300 square feet. The property has been converted to office, but current owner is willing to deliver in its original condition. Featuring 18 foot clear ceiling height and convenient access via one street-level door, this property also includes two assigned parking spaces for added convenience. Situated in close proximity to major highways, this prime location ensures seamless connectivity.",Industrial,For Sale,465000.0,15.0,Per month,1300.0,7500.0,Bobby Berrido
89,19981,"7760 West 20th Avenue, Hialeah, Florida 33016",Hialeah,33016,hollywood,"Warehouse for Sale or Lease in Hialeah: 1,500 sq. ft. with Office Space and Prime Highway Access","Warehouse for Sale in Hialeah! Discover optimal functionality in this warehouse facility spanning just under 1,500 square feet, complete with a compact office space. Featuring18-foot clear ceiling height and convenient access via one street- level door, this property also includes two assigned parking spaces for added convenience. Situated in close proximity to major highways, this prime location ensures seamless connectivity. Property is also available for lease.",Industrial,"For Lease,For Sale",480000.0,2500.0,Per month,1436.0,7500.0,Bobby Berrido
90,19769,"2091 Northwest 105th Avenue, Doral, Florida 33172",Doral,33172,hollywood,"1,350 SF Flex Space for Sale in Doral with 20 ft Ceilings and Prime Location","Flex Space for Sale in Doral! Discover optimal functionality in this warehouse facility spanning 1,350 square feet. The property has been converted to office, but current owner is willing to deliver in its original condition. Featuring 20-foot clear ceiling height and convenient access via one street-level door, this property also includes two assigned parking spaces for added convenience. Situated in close proximity to major highways, this prime location ensures seamless connectivity.",Industrial,For Sale,485000.0,15.0,Per month,1350.0,7500.0,Bobby Berrido
91,19972,"8795 Northwest 23rd Street, Doral, Florida 33172",Doral,33172,hollywood,"1,275 Flex Space for Sale or Lease in Doral with 20 ft Ceilings and Prime Location","Flex Space for Sale in Doral! Discover optimal functionality in this warehouse facility spanning 1,275 square feet. Featuring 20-foot clear ceiling height and convenient access via one street-level door, this property also includes two assigned parking spaces for added convenience. Situated in close proximity to major highways, this prime location ensures seamless connectivity.",Industrial,"For Lease,For Sale",495000.0,2800.0,Per month,1275.0,7500.0,Bobby Berrido
